"","time_stamp","event","worker_id","file_name","consent_date","language","profession","gender","learned","years_programming","country","age","test1","test2","test3","test4","test5","qualification_score","test_duration","feedback","quit_reason","profession_id","adjusted_score","file_name_id","gender_id","country_labels","country_id","testDuration_fastMembership","is_fast"
"45","Tue2015Jul0708:46:31.983","CONSENT","88Ae2a2C33-9_3","HIT01_8",1436273052097,"Ruby; Python; HTML; CSS","Professional","Male","Web",4,"US",26,"0","0","0","0","0",0,2.33143333333333,NA,NA,"1",0,"1","2","US","1",0.346235199289438,TRUE
"46","Tue2015Jul0708:45:27.954","CONSENT","89Ic3g-8c-261_3","HIT01_8",1436273054682,"df","Undergraduate_Student","Male","High_School",2,"OTHER",33,"0","0","0","0","0",0,1.2212,NA,NA,"5",0,"1","2","OTHER","3",0.193749780289281,TRUE
"47","Tue2015Jul0708:50:56.540","CONSENT","91Ae6A2C2-34_3","HIT01_8",1436273093040,"html 5; java; css; c","Hobbyist","Prefer_not_to_tell","High_School;Web",2,"US",23,"1","1","0","0","0",2,6.05833333333333,NA,NA,"3",2.52540583625338,"1","3","US","1",0.802560669877031,FALSE
"48","Tue2015Jul0709:03:01.282","CONSENT","92cE-7e-3G-99-6_3","HIT01_8",1436273097239,"C#; C++;","Other","Male","Web",2,"INDIA",32,"0","0","0","1","0",1,18.0673833333333,NA,NA,"6",0.67113007608519,"1","2","INDIA","2",0.999772301774361,FALSE
"49","Tue2015Jul0711:48:26.315","CONSENT","94CA2E-8e-485:14aa-9a8A-9-86_3","HIT01_8",1436273129733,"HTML;CSS","Professional","Male","University",15,"US",45,"1","1","1","1","1",5,13.9000666666667,"This was a fun test. I think I wrongly said in one test that there is a issue with line 285; but actually the error is thrown even before execution of line 285. I think that was in the first question.  Thank you",NA,"1",5,"1","2","US","1",0.994598601103574,FALSE
"50","Tue2015Jul0708:56:54.353","CONSENT","270ie-2C-4c-550:97ai0I-8C871_3","HIT01_8",1436273170892,"C","Professional","Male","University",5,"US",25,"1","1","1","0","1",4.5,0.7144,"This was fun!",NA,"1",4.68812564395633,"1","2","US","1",0.20980964762993,TRUE
"51","Tue2015Jul0709:02:31.942","CONSENT","98ce7A-4i-507_3","HIT01_8",1436273175460,"c#","Undergraduate_Student","Female","High_School;University;Web",10,"US",25,"1","1","1","1","0",4,6.45518333333333,NA,NA,"5",3.89477327714893,"1","1","US","1",0.868445193524715,FALSE
"52","Tue2015Jul0709:00:29.673","CONSENT","101CE0E8G-6-88_3","HIT02_24",1436273242625,"c++; java","Undergraduate_Student","Male","University",3,"US",23,"0","1","1","1","0",3,2.88308333333333,"Instructions were clear",NA,"5",2.51207171797276,"2","2","US","1",0.407318190105938,TRUE
"53","Tue2015Jul0708:52:24.650","CONSENT","102ac6E-3E-2-9-8_3","HIT01_8",1436273246065,"Java; C++","Professional","Female","University;Web",3,"INDIA",27,"0","0","0","0","0",0,4.97641666666667,NA,NA,"1",0,"1","1","INDIA","2",0.609383439842686,TRUE
"54","Tue2015Jul0708:52:17.746","CONSENT","104AE1A-1i-10-1_3","HIT01_8",1436273318356,"c++","Undergraduate_Student","Female","University",1,"US",23,"0","0","0","1","0",1,3.6565,NA,NA,"5",0.67113007608519,"1","1","US","1",0.523368532807881,TRUE
"55","Tue2015Jul0709:10:31.158","CONSENT","106IA8G0g-319_3","HIT01_8",1436273323847,"PHP","Graduate_Student","Male","University;Web",3,"OTHER",37,"1","0","0","0","0",1,4.31256666666667,NA,NA,"4",1.91513709514047,"1","2","OTHER","3",0.602163747657357,FALSE
"56","Tue2015Jul0708:50:58.915","CONSENT","108gg-8C-1i916_3","HIT02_24",1436273360630,"JAVA","Graduate_Student","Male","University",6,"US",22,"0","0","0","0","1",1,1.63808333333333,NA,NA,"4",1.16313350589773,"2","2","US","1",0.271709709329995,TRUE
"57","Tue2015Jul0713:19:26.253","CONSENT","519CE-1a-8G700:117Ec-7c4a-50-9:93Ce-7c-8i-69-4_3","HIT01_8",1436273520036,"Java; C","Professional","Female","University",5,"US",30,"1","1","1","0","1",4.33333333333333,6.45041666666667,"Great task on Timezones;Good exercise on DateTimezone",NA,"1",4.29211577362968,"1","1","US","1",0.7430844186546,FALSE
"58","Tue2015Jul0708:54:10.898","CONSENT","121ci0A-8e-4-63_3","HIT01_8",1436273576969,"Java","Undergraduate_Student","Male","University",2,"US",20,"0","1","0","0","0",1,1.23215,NA,NA,"5",1.16101277925714,"1","2","US","1",0.194891299241217,TRUE
"59","Tue2015Jul0708:59:01.331","CONSENT","122Ae5G4g68-1_3","HIT01_8",1436273580391,"VB; HTML; PHP","Programmer","Male","University",20,"US",46,"1","0","0","0","0",1,6.01566666666667,NA,NA,"2",1.91513709514047,"1","2","US","1",0.557977571319279,TRUE
"60","Tue2015Jul0708:56:07.735","CONSENT","124ge-3C-3E-864_3","HIT02_24",1436273606424,"java;html","Undergraduate_Student","Male","High_School;University;Web",4,"US",20,"0","1","0","0","0",1,2.68851666666667,NA,NA,"5",1.16101277925714,"2","2","US","1",0.378975275131319,TRUE
"61","Tue2015Jul0708:59:27.334","CONSENT","126ai5g-4g8-25_3","HIT01_8",1436273683271,".Net","Undergraduate_Student","Male","University",1,"US",22,"0","0","0","0","0",0,4.73438333333333,NA,NA,"5",0,"1","2","US","1",0.679762733365032,FALSE
"62","Wed2015Jul0807:20:25.717","CONSENT","817EE-1e2C78-7:129eE4a-1E-24-3_3","HIT02_24",1436354034603,"java","Hobbyist","Male","University",2,"US",30,"1","0","0","1","1",3,1.17906666666667,"ty!",NA,"3",2.83210852491815,"2","2","US","1",0.16743226443813,TRUE
"63","Tue2015Jul0709:00:26.566","CONSENT","132eG2G-6G193_3","HIT02_24",1436273816597,"java","Undergraduate_Student","Male","University;Web",2,"US",21,"0","1","0","1","0",2,3.49948333333333,NA,NA,"5",1.56374929686357,"2","2","US","1",0.499646483588456,TRUE
"64","Tue2015Jul0709:02:34.106","CONSENT","133Eg9G-5I-7-6-5_3","HIT01_8",1436273860736,"C++","Other","Female","University",3,"INDIA",34,"0","0","0","0","0",0,4.8895,NA,NA,"6",0,"1","1","INDIA","2",0.573464730906014,TRUE
"65","Tue2015Jul0709:33:57.884","CONSENT","134cI0C-4a99-8_3","HIT02_24",1436273875760,"java","Graduate_Student","Male","University",1,"US",29,"0","0","0","1","0",1,4.31256666666667,NA,NA,"4",0.67113007608519,"2","2","US","1",0.602163747657357,FALSE
"66","Tue2015Jul0709:16:20.427","CONSENT","881AC0I2E-625:135cI3E-7e8-86_3","HIT01_8",1436273877143,"C++;Java;PHP","Professional","Male","High_School;University;Web",7,"US",24,"1","1","1","1","1",5,2.69791666666667,"Thank you for the fun HIT; it's nice to work with programming. I hope those who don't have much experience programming were able to successfully complete this HIT.",NA,"1",5,"1","2","US","1",0.381240192328342,TRUE
"67","Tue2015Jul0709:00:23.314","CONSENT","136IA7e1G-9-3-1_3","HIT01_8",1436273961742,"Java","Professional","Male","University",5,"INDIA",30,"1","0","0","0","0",1,1.0262,NA,NA,"1",1.91513709514047,"1","2","INDIA","2",0.233392294287773,TRUE
"68","Tue2015Jul0709:02:51.911","CONSENT","137Ag-3A5G-1-20_3","HIT02_24",1436273965155,"C++","Undergraduate_Student","Male","High_School;University",5,"US",26,"0","0","0","1","0",1,3.44593333333333,NA,NA,"5",0.67113007608519,"2","2","US","1",0.491552227682921,TRUE
"69","Tue2015Jul0709:02:02.584","CONSENT","138iG0g7c-2-6-7_3","HIT01_8",1436273967138,"none","Other","Male","Web",0,"US",28,"1","0","0","1","1",3,2.59076666666667,NA,NA,"6",2.83210852491815,"1","2","US","1",0.346782182436219,TRUE
"70","Tue2015Jul0709:11:38.392","CONSENT","139ga6a-3G761_3","HIT01_8",1436273979947,"JAVA","Professional","Male","University",4,"INDIA",25,"1","1","1","1","1",5,5.08245,NA,NA,"1",5,"1","2","INDIA","2",0.619702931963463,TRUE
"71","Tue2015Jul0709:04:28.306","CONSENT","141iE9c2c18-9_3","HIT01_8",1436274022034,"none","Other","Female","High_School;Web",1,"US",35,"0","1","0","0","0",1,4.10453333333333,NA,NA,"6",1.16101277925714,"1","1","US","1",0.494977309143142,TRUE
"72","Tue2015Jul0709:03:10.754","CONSENT","143IA4G2c934_3","HIT01_8",1436274064913,"C#","Professional","Male","High_School;University;Other_On_the_job",20,"US",38,"1","1","1","1","0",4,2.09735,NA,NA,"1",3.89477327714893,"1","2","US","1",0.324524014055858,TRUE
"73","Tue2015Jul0709:26:52.729","CONSENT","146iC1I2g90-8_3","HIT01_8",1436274147526,"Dot net","Hobbyist","Female","University;Web;Other",3,"US",24,"0","0","0","1","0",1,4.811475,NA,NA,"3",0.67113007608519,"1","1","US","1",0.650604139675481,FALSE
"74","Tue2015Jul0709:06:54.683","CONSENT","148eG-8g-2c556_3","HIT01_8",1436274149119,"Javascript; Ruby","Undergraduate_Student","Male","Web",1,"US",30,"0","0","1","0","0",1,4.42606666666667,NA,NA,"5",1.55405620961436,"1","2","US","1",0.636909358174785,TRUE
"75","Tue2015Jul0709:23:25.859","CONSENT","150ea6i8c-80-7_3","HIT01_8",1436274177133,"HTMLS","Graduate_Student","Female","High_School",1,"US",28,"0","0","0","0","0",0,4.31256666666667,NA,NA,"4",0,"1","1","US","1",0.602163747657357,FALSE
"76","Tue2015Jul0709:03:36.648","CONSENT","151AE-5c-4e2-67_3","HIT02_24",1436274186695,"java","Undergraduate_Student","Male","University;Web",3,"US",20,"0","1","0","1","0",2,0.499216666666667,NA,NA,"5",1.56374929686357,"2","2","US","1",0.127616457586296,TRUE
"77","Tue2015Jul0709:09:09.924","CONSENT","152cG5C-5A-40-2_3","HIT01_8",1436274197073,"C#","Hobbyist","Male","Web",5,"US",33,"0","0","0","0","1",1,4.96508333333333,NA,NA,"3",1.16313350589773,"1","2","US","1",0.671513694216143,FALSE
"78","Tue2015Jul0709:14:41.632","CONSENT","154Cg-5g7C-8-4-8_3","HIT01_8",1436274229585,"HTML","Hobbyist","Male","High_School",1,"US",24,"0","0","0","1","0",1,1.2322,NA,NA,"3",0.67113007608519,"1","2","US","1",0.172432731148342,TRUE
"79","Tue2015Jul0709:06:13.576","CONSENT","156AE-5C2G89-5_3","HIT01_8",1436274239118,"c","Graduate_Student","Female","University",1,"INDIA",21,"1","0","0","0","0",1,2.24096666666667,NA,NA,"4",1.91513709514047,"1","1","INDIA","2",0.340059601699898,TRUE
"80","Tue2015Jul0709:08:20.267","CONSENT","157GE-3E0a2-4-9_3","HIT01_8",1436274299600,"none","Undergraduate_Student","Female","Other_nowhere",0,"US",28,"0","1","0","0","0",1,3.34445,NA,NA,"5",1.16101277925714,"1","1","US","1",0.476224955972662,TRUE
"81","Tue2015Jul0709:17:41.095","CONSENT","158CA7e7a984_3","HIT01_8",1436274338964,"Basic","Hobbyist","Male","High_School",15,"US",33,"0","0","0","0","0",0,9.41168333333333,NA,NA,"3",0,"1","2","US","1",0.982060805843929,FALSE
"82","Tue2015Jul0709:13:04.915","CONSENT","159EG3a-6i-5-2-9_3","HIT01_8",1436274402638,"C++; Python","Professional","Male","University;Other_Job",10,"US",42,"1","1","1","1","0",4,6.37128333333333,NA,NA,"1",3.89477327714893,"1","2","US","1",0.736549045986334,FALSE
"83","Tue2015Jul0713:16:31.945","CONSENT","67AI-8G5A71-3:163Aa0i0a963:161eg5c5I-649_3","HIT01_8",1436274427542,"none at present; most C and ksh in past","Programmer","Male","High_School;University;Other_got_better_at_work_working_with_experts",30,"US",61,"1","1","1","1","1",4.66666666666667,22.1945166666667,"Hope my first gets some feedback before I try another.",NA,"2",4.63159109238298,"1","2","US","1",0.999983170306659,FALSE
"84","Tue2015Jul0709:10:37.899","CONSENT","165aI8e-3C-3-78_3","HIT03_6",1436274478820,"i don't know","Undergraduate_Student","Female","High_School",0,"US",33,"0","0","0","0","0",0,2.65131666666667,NA,NA,"5",0,"3","1","US","1",0.373624528911585,TRUE
"85","Tue2015Jul0709:11:10.878","CONSENT","167IC9C8A02-9_3","HIT03_6",1436274502699,"none","Other","Female","High_School",0,"US",24,"0","0","0","0","0",0,2.80298333333333,NA,NA,"6",0,"3","1","US","1",0.366721501349539,TRUE
"86","Tue2015Jul0709:20:55.955","CONSENT","168EC-5a-8G646_3","HIT03_6",1436274544586,"SAS SQL","Undergraduate_Student","Female","Other_On_the_job",6,"US",39,"1","0","0","1","0",2,11.85615,NA,NA,"5",2.22980555564353,"3","1","US","1",0.999226119764936,FALSE
"87","Tue2015Jul0709:11:55.246","CONSENT","169Gg0e-9G2-6-7_3","HIT03_6",1436274578285,"Python","Hobbyist","Male","University",3,"US",24,"0","0","0","1","0",1,2.28268333333333,NA,NA,"3",0.67113007608519,"3","2","US","1",0.289858256997463,TRUE
"88","Tue2015Jul0709:12:16.811","CONSENT","170ca-6g0A-6-3-8_3","HIT03_6",1436274597363,"C#; VB.NET","Professional","Male","High_School;University;Web",6,"US",38,"0","0","0","0","0",0,2.32413333333333,NA,NA,"1",0,"3","2","US","1",0.345549966193146,TRUE
"89","Tue2015Jul0709:16:58.308","CONSENT","171AI2C-1C-514_3","HIT03_6",1436274616148,"Asp.net; C++","Graduate_Student","Male","University",1,"INDIA",23,"0","1","0","1","0",2,2.8935,NA,NA,"4",1.56374929686357,"3","2","INDIA","2",0.420402954418553,TRUE
"90","Tue2015Jul0709:25:14.969","CONSENT","175Ie-7a2c02-4_3","HIT03_6",1436274716550,"Java","Undergraduate_Student","Male","High_School;Web",2,"US",20,"0","0","0","0","0",0,13.3069833333333,NA,NA,"5",0,"3","2","US","1",0.999898525917912,FALSE
"91","Tue2015Jul0709:31:16.502","CONSENT","94iC8I-7g2-6-9:176ac-2C-6e7-94_3","HIT03_6",1436274727346,"C#; C++","Professional","Male","High_School;University;Web;Other_1981_IBM_BASICA",30,"US",42,"1","1","1","1","1",4,4.06478333333333,NA,NA,"1",3.60927124025842,"3","2","US","1",0.518216543079616,TRUE
